S003,S003A,S012,S020,S025,A006,A006_CO,S025A
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
348,348,-4,1982,3481982,-4,-4,3481982
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
392,392,-4,1981,3921981,-4,-4,3921981
